"GEO_ID","NAME","B25001_001E","B25001_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","1977","250",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","2367","242",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","2732","307",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","742","114",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","2423","240",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","1171","144",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","1875","261",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","726","70",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","402","73",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","672","87",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","545","112",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","764","115",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","880","94",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","725","127",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","975","105",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","612","104",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","1109","242",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","710","131",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","451","70",
"1400000US17031271300","Census Tract 2713, Cook County, Illinois","411","60",
"1400000US17031271400","Census Tract 2714, Cook County, Illinois","576","77",
"1400000US17031271500","Census Tract 2715, Cook County, Illinois","624","129",
"1400000US17031271800","Census Tract 2718, Cook County, Illinois","274","42",
"1400000US17031280100","Census Tract 2801, Cook County, Illinois","4749","576",
"1400000US17031280400","Census Tract 2804, Cook County, Illinois","602","81",
"1400000US17031280800","Census Tract 2808, Cook County, Illinois","543","124",
"1400000US17031280900","Census Tract 2809, Cook County, Illinois","372","55",
"1400000US17031281900","Census Tract 2819, Cook County, Illinois","4341","408",
"1400000US17031282700","Census Tract 2827, Cook County, Illinois","1057","129",
"1400000US17031282800","Census Tract 2828, Cook County, Illinois","722","78",
"1400000US17031283100","Census Tract 2831, Cook County, Illinois","1513","437",
"1400000US17031283200","Census Tract 2832, Cook County, Illinois","780","114",
"1400000US17031283800","Census Tract 2838, Cook County, Illinois","1675","166",
"1400000US17031290900","Census Tract 2909, Cook County, Illinois","1662","183",
"1400000US17031291200","Census Tract 2912, Cook County, Illinois","960","132",
"1400000US17031291600","Census Tract 2916, Cook County, Illinois","402","108",
"1400000US17031292200","Census Tract 2922, Cook County, Illinois","1213","179",
"1400000US17031292400","Census Tract 2924, Cook County, Illinois","925","151",
"1400000US17031292500","Census Tract 2925, Cook County, Illinois","1719","243",
"1400000US17031300500","Census Tract 3005, Cook County, Illinois","999","112",
"1400000US17031300600","Census Tract 3006, Cook County, Illinois","899","154",
"1400000US17031300700","Census Tract 3007, Cook County, Illinois","1733","463",
"1400000US17031300800","Census Tract 3008, Cook County, Illinois","1247","156",
"1400000US17031300900","Census Tract 3009, Cook County, Illinois","1840","702",
"1400000US17031301100","Census Tract 3011, Cook County, Illinois","831","87",
"1400000US17031301200","Census Tract 3012, Cook County, Illinois","1529","277",
"1400000US17031301600","Census Tract 3016, Cook County, Illinois","1502","333",
"1400000US17031301701","Census Tract 3017.01, Cook County, Illinois","1395","259",
"1400000US17031301702","Census Tract 3017.02, Cook County, Illinois","1264","270",
"1400000US17031301801","Census Tract 3018.01, Cook County, Illinois","1246","246",
"1400000US17031301802","Census Tract 3018.02, Cook County, Illinois","913","105",
"1400000US17031301803","Census Tract 3018.03, Cook County, Illinois","1329","101",
"1400000US17031310200","Census Tract 3102, Cook County, Illinois","778","112",
"1400000US17031310300","Census Tract 3103, Cook County, Illinois","767","86",
"1400000US17031310400","Census Tract 3104, Cook County, Illinois","660","111",
"1400000US17031310500","Census Tract 3105, Cook County, Illinois","629","120",
"1400000US17031310600","Census Tract 3106, Cook County, Illinois","2348","220",
"1400000US17031310700","Census Tract 3107, Cook County, Illinois","609","96",
"1400000US17031310800","Census Tract 3108, Cook County, Illinois","1701","261",
"1400000US17031310900","Census Tract 3109, Cook County, Illinois","1857","176",
"1400000US17031320101","Census Tract 3201.01, Cook County, Illinois","6269","489",
"1400000US17031320102","Census Tract 3201.02, Cook County, Illinois","2430","217",
"1400000US17031320400","Census Tract 3204, Cook County, Illinois","992","138",
"1400000US17031320600","Census Tract 3206, Cook County, Illinois","3529","346",
"1400000US17031330101","Census Tract 3301.01, Cook County, Illinois","3329","930",
"1400000US17031330102","Census Tract 3301.02, Cook County, Illinois","5619","551",
